0,2298.67798,0.00118,0.00708
1,69.90604,0.00059,0.00177
2,58.81634,0.00059,0.00413
3,54.84773,0.00000,0.01062
4,50.52176,0.00000,0.01062
5,45.41345,0.00177,0.01652
6,39.12111,0.00177,0.02242
7,33.61766,0.00413,0.02655
8,28.51577,0.00649,0.03186
9,25.26550,0.00649,0.04248
10,21.24794,0.00944,0.05074
11,18.48986,0.00413,0.03658
12,16.33712,0.00531,0.04012
13,14.68060,0.00767,0.05487
14,13.43297,0.01062,0.05133
15,12.25716,0.00826,0.05192
16,10.84738,0.00767,0.04897
17,10.30751,0.01180,0.04779
18,9.50004,0.01239,0.04897
19,8.64560,0.01475,0.06077
20,8.17484,0.01534,0.06018
21,7.80492,0.00885,0.04956
22,7.13779,0.01180,0.05723
23,7.01342,0.01239,0.04779
24,6.47713,0.00767,0.04307
25,6.11435,0.01180,0.06136
26,5.98086,0.00944,0.05015
27,5.68455,0.01180,0.06313
28,5.61505,0.01298,0.05074
29,5.17076,0.00885,0.05369
30,4.94172,0.01239,0.06136
31,4.80193,0.01534,0.05487
32,4.60837,0.00708,0.05664
33,4.50047,0.01416,0.05723
34,4.46479,0.01416,0.05900
35,4.14148,0.02301,0.05900
36,4.38841,0.01298,0.05310
37,3.83124,0.00649,0.05841
38,3.97934,0.01711,0.06313
39,3.70045,0.00708,0.05192
40,3.79421,0.01239,0.05251
41,3.48481,0.01534,0.04720
42,3.53293,0.01416,0.05841
43,3.36057,0.01298,0.06136
44,3.38283,0.01298,0.05959
45,3.39974,0.01652,0.06195
46,3.08959,0.01239,0.06077
47,3.40801,0.01416,0.06136
48,3.18174,0.01593,0.05841
49,3.15729,0.02006,0.06077
50,2.75509,0.01770,0.06195
51,2.51526,0.02006,0.07375
52,2.77726,0.01947,0.06077
53,2.70685,0.01416,0.06077
54,2.73313,0.01593,0.05664
55,2.71098,0.01475,0.05900
56,2.71497,0.01416,0.06018
57,2.60996,0.01475,0.05369
58,2.59607,0.01534,0.05605
59,2.52443,0.01829,0.05605
60,2.34115,0.01121,0.05841
61,2.45513,0.01475,0.05664
62,2.43533,0.01652,0.05310
63,2.31483,0.01121,0.05251
64,2.27458,0.01593,0.05605
65,2.25695,0.01888,0.05369
66,2.30992,0.01888,0.05664
67,2.27248,0.01534,0.05310
68,2.20627,0.01121,0.05959
69,2.02792,0.00885,0.05723
70,2.18253,0.01475,0.06136
71,2.11898,0.01298,0.06136
72,2.10534,0.01180,0.05487
73,1.78909,0.01180,0.06077
74,1.87941,0.01239,0.06549
75,2.08873,0.01298,0.06785
76,2.04609,0.01357,0.06903
77,1.87983,0.01593,0.06313
78,1.93256,0.01947,0.06844
79,1.67773,0.01416,0.06136
80,1.94544,0.01652,0.06549
81,1.84262,0.01888,0.07847
82,1.88877,0.02006,0.06667
83,1.89878,0.01475,0.06195
84,1.59741,0.01593,0.06195
85,1.71548,0.01298,0.06490
86,1.74178,0.01239,0.05782
87,1.65918,0.01770,0.05959
88,1.67917,0.02006,0.06136
89,1.62994,0.01829,0.07316
90,1.67577,0.01770,0.05900
91,1.79692,0.01829,0.06608
92,1.66112,0.01534,0.06313
93,1.67790,0.01357,0.06195
94,1.70425,0.01829,0.06844
95,1.50004,0.01829,0.06726
96,1.32162,0.01534,0.05900
97,1.78484,0.01711,0.06136
98,1.61433,0.02006,0.07139
99,1.47782,0.01593,0.06844
100,1.35893,0.01357,0.06313
101,1.59876,0.01593,0.06844
102,1.60966,0.01357,0.06431
103,1.56090,0.01475,0.06903
104,1.34262,0.02124,0.06785
105,1.44941,0.02124,0.06844
106,1.36154,0.01239,0.07139
107,1.37256,0.01475,0.06962
108,1.43171,0.02419,0.06903
109,1.41179,0.01652,0.07198
110,1.41875,0.01003,0.07552
111,1.30942,0.01416,0.06431
112,1.45120,0.01180,0.06372
113,1.34267,0.00649,0.06195
114,1.40427,0.01003,0.05841
115,1.39357,0.01121,0.06490
116,1.31439,0.01121,0.06903
117,1.35313,0.01180,0.06077
118,1.26422,0.01062,0.06844
119,1.36412,0.01298,0.06844
120,1.04356,0.01062,0.06608
121,1.25017,0.01239,0.06018
122,1.22882,0.01121,0.06372
