0,0.21878,0.09890,0.29890
1,0.05672,0.13626,0.43297
2,0.04592,0.21538,0.54725
3,0.04611,0.15385,0.44615
4,0.05081,0.24615,0.56264
5,0.04504,0.20440,0.51209
6,0.04190,0.23077,0.56264
7,0.04217,0.26813,0.59121
8,0.04003,0.23516,0.55824
9,0.04050,0.33846,0.65714
10,0.03310,0.26154,0.59560
11,0.04023,0.24176,0.52308
12,0.03762,0.27692,0.65055
13,0.03251,0.19341,0.52088
14,0.03439,0.31209,0.66374
15,0.03359,0.28791,0.56484
16,0.03129,0.25495,0.55604
17,0.03308,0.36044,0.67253
18,0.03096,0.31209,0.60440
19,0.02982,0.27473,0.61978
