0,4.44748,0.07725
1,2.47059,0.07216
2,1.12853,0.07895
3,0.50744,0.21647
4,0.21696,0.29796
5,0.10700,0.20204
6,0.07615,0.35229
7,0.05334,0.25297
8,0.03696,0.29372
9,0.02758,0.27250
10,0.02106,0.28438
11,0.01725,0.28947
12,0.01507,0.29626
13,0.01378,0.29966
14,0.01177,0.30390
15,0.01144,0.30985
16,0.00954,0.32598
17,0.01009,0.34126
18,0.00826,0.35993
19,0.00926,0.36757
20,0.00760,0.39559
21,0.00835,0.40238
22,0.00688,0.43548
23,0.00723,0.46435
24,0.00610,0.49236
25,0.00657,0.52547
26,0.00553,0.56876
27,0.00613,0.60017
28,0.00510,0.65025
29,0.00575,0.69100
30,0.00476,0.74448
31,0.00543,0.77419
32,0.00448,0.82428
33,0.00507,0.85144
34,0.00417,0.88115
35,0.00477,0.90323
36,0.00391,0.93379
37,0.00454,0.95416
38,0.00371,0.97284
39,0.00431,0.98642
40,0.00350,0.99151
41,0.00411,0.99660
42,0.00334,0.99745
43,0.00394,0.99745
44,0.00319,0.99745
45,0.00385,0.99830
46,0.00306,0.99830
47,0.00368,0.99915
48,0.00295,0.99915
49,0.00350,0.99915
