0,60190724.00000,0.00440,0.03742
1,8331700.50000,0.01604,0.10346
2,4205127.50000,0.04340,0.19088
3,2553562.50000,0.05912,0.22327
4,1692800.62500,0.06415,0.24654
5,1179120.25000,0.05912,0.22830
6,845101.12500,0.06164,0.22358
7,630336.37500,0.04811,0.18836
8,482142.40625,0.04686,0.18302
9,385888.65625,0.04465,0.17296
10,302137.50000,0.03428,0.16415
11,244598.89062,0.03616,0.15157
12,200226.26562,0.03302,0.14528
13,167516.57812,0.03050,0.12893
14,137531.51562,0.03082,0.11855
15,116047.97656,0.02893,0.11321
16,100612.33594,0.02642,0.10943
17,84286.89062,0.02170,0.10031
18,72380.99219,0.02579,0.09340
19,61724.81641,0.02138,0.08836
20,52472.21484,0.01792,0.08333
21,45763.50391,0.01761,0.07862
22,39776.10547,0.01541,0.07013
23,35377.25781,0.00566,0.02704
24,32367.46484,0.01478,0.06981
25,27018.00977,0.01289,0.06541
26,23465.37305,0.01038,0.05346
27,20468.30664,0.01164,0.05566
28,17917.68555,0.01195,0.05409
29,15616.08789,0.01164,0.05409
30,13883.62793,0.01132,0.04811
31,12240.06250,0.00849,0.04937
32,10966.35254,0.01069,0.04811
33,9808.61914,0.00818,0.04780
34,8802.01758,0.00975,0.04277
35,7926.98730,0.00881,0.04182
36,7144.03271,0.00660,0.03679
37,6387.81738,0.00912,0.04025
38,5773.09277,0.00755,0.04025
39,5207.99658,0.00597,0.03522
40,4717.21484,0.00755,0.03836
41,4330.67139,0.00786,0.03553
42,3814.95435,0.00440,0.03396
43,3643.15234,0.00535,0.03208
44,3202.23169,0.00597,0.03019
45,2829.97510,0.00503,0.02830
46,2509.80859,0.00472,0.03082
47,2230.85962,0.00472,0.03270
48,1932.45825,0.00472,0.03050
49,1628.54968,0.00377,0.02987
50,1318.08923,0.00440,0.02893
51,1034.91272,0.00440,0.02799
52,741.50061,0.00346,0.02201
53,437.61502,0.00252,0.02358
54,278.56622,0.00220,0.01950
55,185.21533,0.00252,0.01698
56,126.28892,0.00252,0.01698
57,90.98046,0.00220,0.01635
58,69.74603,0.00314,0.01730
59,54.72887,0.00157,0.01541
60,40.54109,0.00220,0.01384
61,34.52581,0.00157,0.01509
62,25.79263,0.00252,0.01447
63,20.81266,0.00314,0.01321
64,17.69655,0.00157,0.01541
65,14.23897,0.00283,0.01415
66,12.02600,0.00252,0.01509
67,11.51002,0.00283,0.01447
68,9.33546,0.00252,0.01352
69,7.25041,0.00157,0.01352
70,6.56247,0.00189,0.01195
71,5.22210,0.00189,0.01447
72,4.12812,0.00220,0.01289
73,3.82546,0.00220,0.01352
74,3.10103,0.00252,0.01321
75,2.62800,0.00220,0.01195
76,2.54147,0.00283,0.01289
77,2.13541,0.00157,0.01321
78,1.72566,0.00189,0.01132
79,1.52303,0.00189,0.01132
80,1.38108,0.00126,0.01132
81,1.12978,0.00157,0.01101
82,1.23039,0.00094,0.01069
83,0.76241,0.00157,0.01195
84,0.74334,0.00126,0.01132
85,0.66370,0.00063,0.01101
86,0.62682,0.00094,0.01069
87,0.82956,0.00094,0.01101
88,0.48726,0.00157,0.01164
89,0.44328,0.00126,0.01038
90,0.35770,0.00094,0.01101
91,0.31013,0.00063,0.01069
92,0.34431,0.00063,0.01195
93,0.30991,0.00126,0.00975
94,0.25404,0.00126,0.01101
95,0.24907,0.00126,0.01069
96,0.23774,0.00126,0.01132
97,0.23177,0.00094,0.01101
98,0.27156,0.00063,0.01101
99,0.20337,0.00063,0.01069
100,0.18596,0.00094,0.01006
101,0.19097,0.00094,0.01038
102,0.18442,0.00094,0.01038
103,0.17847,0.00094,0.00943
104,0.16628,0.00094,0.00881
105,0.17458,0.00094,0.01069
106,0.16517,0.00094,0.00849
107,0.16544,0.00094,0.00912
108,0.16203,0.00094,0.01006
109,0.16751,0.00094,0.00975
110,0.15672,0.00094,0.00881
111,0.16077,0.00189,0.00912
112,0.16178,0.00126,0.01006
113,0.16126,0.00094,0.00755
114,0.16119,0.00063,0.00943
115,0.16662,0.00094,0.01038
116,0.16981,0.00126,0.00975
117,0.16980,0.00094,0.00943
118,0.17506,0.00094,0.01006
119,0.17976,0.00094,0.00881
120,0.18007,0.00094,0.00943
121,0.19920,0.00126,0.00975
122,0.20007,0.00063,0.00912
123,0.21396,0.00094,0.00943
124,0.20398,0.00094,0.00943
125,0.20592,0.00063,0.00881
126,0.20890,0.00094,0.00881
127,0.21444,0.00094,0.00881
128,0.21486,0.00094,0.00912
129,0.21270,0.00094,0.00881
130,0.21157,0.00094,0.00881
131,0.20933,0.00063,0.00881
132,0.20598,0.00094,0.00849
133,0.20469,0.00094,0.00912
134,0.20336,0.00094,0.00881
135,0.20232,0.00063,0.00881
136,0.19031,0.00094,0.00912
137,0.18509,0.00094,0.00849
138,0.17907,0.00094,0.00818
139,0.17242,0.00094,0.00849
140,0.16961,0.00063,0.00818
141,0.16931,0.00094,0.00818
