0,8213.01270,0.00409,0.03428
1,3495.61597,0.00786,0.07516
2,2754.61841,0.01069,0.08459
3,2210.49438,0.01478,0.09025
4,1827.38440,0.00755,0.06069
5,1613.35388,0.01730,0.14403
6,1483.87280,0.02170,0.15849
7,1322.75415,0.02484,0.16541
8,1225.67944,0.02579,0.16792
9,1084.32300,0.03270,0.20975
10,973.75964,0.03208,0.21950
11,944.95282,0.03082,0.19340
12,868.01331,0.03616,0.22264
13,889.97217,0.04057,0.26918
14,815.78876,0.03616,0.24623
15,790.17645,0.03836,0.23113
16,659.11975,0.03679,0.22893
17,686.98907,0.05031,0.27547
18,618.40179,0.04403,0.26855
19,642.96716,0.03742,0.23302
20,622.50635,0.04874,0.28302
21,613.55914,0.04182,0.28082
22,598.88544,0.01730,0.16226
23,547.56982,0.03994,0.23931
24,569.69830,0.04277,0.24811
25,533.69031,0.03836,0.24277
26,505.85376,0.05157,0.26635
27,479.51151,0.05157,0.26918
28,459.07324,0.02673,0.17893
29,461.83734,0.05881,0.30283
30,412.82788,0.06604,0.33396
31,463.71719,0.03931,0.26226
32,438.20883,0.06258,0.33365
33,429.98343,0.04969,0.26824
34,423.00839,0.04088,0.25881
35,420.83026,0.05314,0.30094
36,406.34293,0.06761,0.32107
37,388.53232,0.06352,0.30849
38,395.94733,0.07642,0.35629
39,339.30539,0.05283,0.25786
40,351.55136,0.06132,0.28994
41,366.78952,0.06352,0.32201
42,341.24112,0.05000,0.28585
43,341.45572,0.06384,0.32327
44,318.46292,0.06950,0.32799
45,338.65787,0.05346,0.29245
46,308.94507,0.04151,0.21352
47,309.43570,0.05692,0.31855
48,325.72726,0.04119,0.21698
49,311.96344,0.07013,0.38679
50,275.36600,0.06761,0.35000
51,307.38354,0.07830,0.37925
52,290.90845,0.03774,0.20849
53,276.10580,0.06164,0.32484
54,307.91940,0.03113,0.17075
55,257.58862,0.06541,0.31289
56,238.23892,0.08585,0.37484
57,258.66025,0.07201,0.36164
58,263.26950,0.03585,0.20472
59,268.54764,0.07610,0.34528
60,250.60007,0.08082,0.40440
61,217.54124,0.05755,0.33145
62,223.62154,0.07138,0.37421
63,225.57669,0.08082,0.38333
64,223.51015,0.08553,0.40252
65,199.55986,0.05943,0.27799
66,235.66794,0.06730,0.32107
67,269.48450,0.06667,0.31069
68,262.06363,0.06572,0.30943
69,250.54164,0.07453,0.33585
70,252.92326,0.09465,0.39025
71,206.89522,0.06509,0.31761
72,208.26974,0.03868,0.23962
73,223.02272,0.05723,0.29182
74,191.19002,0.09151,0.40692
75,202.87778,0.08428,0.36730
76,185.77954,0.06132,0.30031
77,205.57993,0.09906,0.42704
78,212.50740,0.10629,0.45063
79,181.49486,0.06855,0.33491
80,174.01038,0.09340,0.38648
81,188.95676,0.07327,0.34811
82,204.44948,0.07421,0.33553
83,171.05348,0.05849,0.27296
84,164.01042,0.10755,0.42799
85,181.13382,0.08333,0.38648
86,177.60434,0.11101,0.43836
87,162.75743,0.06321,0.30943
88,145.37880,0.07327,0.33333
89,174.10579,0.10566,0.43082
90,159.85168,0.10597,0.41572
91,170.58496,0.09497,0.40472
92,167.46992,0.09119,0.41226
93,158.80952,0.08616,0.37987
94,171.46623,0.07987,0.35723
95,150.55313,0.10000,0.40063
96,147.53604,0.09654,0.41321
97,144.97725,0.11069,0.45377
98,151.47659,0.04969,0.24528
99,139.44350,0.10189,0.43994
100,129.79849,0.05346,0.25031
101,139.87590,0.10755,0.41164
102,136.70009,0.08019,0.37107
103,156.97508,0.08774,0.35660
104,151.68967,0.03836,0.16730
105,132.48764,0.07013,0.29748
106,149.80881,0.11164,0.41321
107,148.41360,0.03428,0.17704
108,128.75040,0.13742,0.49277
109,130.74123,0.07579,0.33805
110,135.72182,0.12075,0.47830
111,131.58839,0.08113,0.35440
112,143.13205,0.10849,0.45189
113,108.79408,0.09528,0.39937
114,148.35095,0.11321,0.42170
115,120.61950,0.11698,0.43176
116,133.21028,0.08585,0.37516
117,126.26244,0.12138,0.47673
118,105.04280,0.12767,0.49654
119,110.36216,0.03836,0.21195
120,115.76637,0.12264,0.45566
121,104.23618,0.10000,0.42547
