0,3.86117,0.07893
1,3.24870,0.02956
2,2.58688,0.02610
3,1.96568,0.01887
4,1.42577,0.02107
5,1.02530,0.07767
6,0.72397,0.04654
7,0.50062,0.05063
8,0.34165,0.02704
9,0.24151,0.02233
10,0.16505,0.03836
11,0.13546,0.02673
12,0.11476,0.03648
13,0.09135,0.01635
14,0.08229,0.02673
15,0.09543,0.02296
16,0.11368,0.03585
17,0.12984,0.07673
18,0.11225,0.02421
19,0.08844,0.07893
20,0.06596,0.06761
21,0.04901,0.03616
22,0.04400,0.03994
23,0.05729,0.01855
24,0.08095,0.08994
25,0.08384,0.02516
26,0.07384,0.02956
27,0.06827,0.04434
28,0.04757,0.02170
29,0.04395,0.04119
30,0.05008,0.02893
31,0.04970,0.06164
32,0.07704,0.07201
33,0.08551,0.08711
34,0.06141,0.02673
35,0.04413,0.05881
36,0.04169,0.05849
37,0.03690,0.08679
38,0.03741,0.04182
39,0.03883,0.03459
40,0.04303,0.03082
41,0.04666,0.03994
42,0.04338,0.04528
43,0.05127,0.06667
44,0.05726,0.05849
45,0.06587,0.05252
46,0.06833,0.09717
47,0.05383,0.06950
48,0.03595,0.14214
49,0.03012,0.02987
50,0.02468,0.10535
51,0.01782,0.05094
52,0.02505,0.02799
53,0.05758,0.09182
54,0.07324,0.06195
55,0.05990,0.10409
56,0.03775,0.20094
57,0.03722,0.08208
58,0.02730,0.25755
59,0.01740,0.09057
60,0.01952,0.15220
61,0.02880,0.06132
62,0.03808,0.04874
63,0.04917,0.16478
64,0.07278,0.07579
65,0.04934,0.03270
66,0.03747,0.07044
67,0.02699,0.22390
68,0.02043,0.12296
69,0.01646,0.05786
70,0.02047,0.03679
71,0.02887,0.09528
72,0.05925,0.00912
73,0.07846,0.09780
74,0.04404,0.03994
75,0.02365,0.08868
76,0.01428,0.19214
77,0.00870,0.18208
78,0.00420,0.10409
79,0.00142,0.38365
80,0.00048,0.38428
81,0.00034,0.32233
82,0.00013,0.40409
83,0.00023,0.39465
84,0.00017,0.22925
85,0.00012,0.54403
86,0.00004,0.56667
87,0.00004,0.56698
88,0.00003,0.56667
89,0.00003,0.56667
90,0.00003,0.56572
91,0.00002,0.56635
92,0.00002,0.56698
93,0.00002,0.56667
94,0.00002,0.56761
95,0.00002,0.56824
96,0.00002,0.56698
97,0.00001,0.56824
98,0.00001,0.56855
99,0.00001,0.56824
100,0.00001,0.56761
101,0.00001,0.56855
102,0.00001,0.56887
103,0.00001,0.56918
104,0.00001,0.56887
105,0.00001,0.56981
106,0.00001,0.57013
107,0.00001,0.57044
108,0.00001,0.57075
109,0.00000,0.57201
110,0.00000,0.57201
111,0.00000,0.57201
112,0.00000,0.57201
113,0.00000,0.57233
114,0.00000,0.57358
115,0.00000,0.57390
116,0.00000,0.57390
117,0.00000,0.57264
118,0.00000,0.57390
119,0.00000,0.57327
120,0.00000,0.57327
121,0.00000,0.57358
122,0.00000,0.57327
123,0.00000,0.57516
124,0.00000,0.57421
125,0.00000,0.57453
126,0.00000,0.57516
127,0.00000,0.57610
128,0.00000,0.57453
129,0.00000,0.57642
130,0.00000,0.57642
131,0.00000,0.57642
132,0.00000,0.57610
133,0.00000,0.57547
134,0.00000,0.57547
135,0.00000,0.57547
136,0.00000,0.57484
137,0.00000,0.57579
138,0.00000,0.57453
139,0.00000,0.57484
140,0.00000,0.57516
141,0.00000,0.57547
142,0.00000,0.57579
143,0.00000,0.57673
144,0.00000,0.57704
145,0.00000,0.57767
146,0.00000,0.57673
147,0.00000,0.57736
148,0.00000,0.57704
149,0.00000,0.57736
150,0.00000,0.57736
151,0.00000,0.57799
152,0.00000,0.57767
153,0.00000,0.57767
154,0.00000,0.57767
155,0.00000,0.57736
156,0.00000,0.57799
157,0.00000,0.57704
158,0.00000,0.57799
159,0.00000,0.57862
160,0.00000,0.57830
161,0.00000,0.57673
162,0.00000,0.57642
163,0.00000,0.57673
164,0.00000,0.57736
165,0.00000,0.57987
166,0.00000,0.57830
167,0.00000,0.57987
168,0.00000,0.57704
169,0.00000,0.57673
170,0.00000,0.57610
171,0.00000,0.57767
172,0.00000,0.57704
173,0.00000,0.57579
174,0.00000,0.57862
175,0.00000,0.57799
176,0.00000,0.57862
177,0.00000,0.57642
178,0.00000,0.57767
179,0.00000,0.57484
180,0.00000,0.57799
181,0.00000,0.57516
182,0.00000,0.57799
183,0.00000,0.57264
184,0.00000,0.57547
185,0.00000,0.57421
186,0.00000,0.57610
187,0.00000,0.56918
188,0.00000,0.56950
189,0.00000,0.57327
190,0.00000,0.57358
191,0.00000,0.57138
192,0.00000,0.57736
193,0.00000,0.57390
194,0.00000,0.57075
195,0.00000,0.57264
196,0.00000,0.56950
197,0.00000,0.56792
198,0.00000,0.57453
199,0.00000,0.56981
200,0.00000,0.57453
201,0.00000,0.57107
202,0.00000,0.57170
203,0.00000,0.56981
204,0.00000,0.56635
205,0.00000,0.57201
206,0.00000,0.57201
207,0.00000,0.57170
208,0.00000,0.57264
209,0.00000,0.57013
210,0.00000,0.57013
211,0.00000,0.57013
212,0.00000,0.57233
213,0.00000,0.56572
214,0.00000,0.56824
215,0.00000,0.56667
216,0.00000,0.56761
217,0.00000,0.57201
218,0.00000,0.57264
219,0.00000,0.57013
220,0.00000,0.57075
221,0.00000,0.56887
222,0.00000,0.56478
223,0.00000,0.57201
224,0.00000,0.56541
225,0.00000,0.56918
226,0.00000,0.56824
227,0.00000,0.55912
228,0.00000,0.56289
229,0.00000,0.56226
230,0.00000,0.56667
231,0.00000,0.56478
232,0.00000,0.56509
233,0.00000,0.56352
234,0.00000,0.55818
235,0.00000,0.55377
236,0.00000,0.55157
237,0.00000,0.54182
238,0.00000,0.55063
239,0.00000,0.55094
240,0.00000,0.54969
241,0.00000,0.55440
242,0.00000,0.53962
243,0.00000,0.54937
244,0.00000,0.55283
245,0.00000,0.54623
246,0.00000,0.54937
247,0.00000,0.54308
248,0.00000,0.54182
249,0.00000,0.53396
250,0.00000,0.50189
251,0.59393,0.03491
252,0.61027,0.14308
253,0.08895,0.09780
254,0.01748,0.11038
255,0.00316,0.28742
256,0.00055,0.54843
257,0.00016,0.56164
258,0.00012,0.56101
259,0.00010,0.56195
260,0.00008,0.56101
261,0.00007,0.56415
262,0.00006,0.56195
263,0.00006,0.56101
264,0.00005,0.56069
265,0.00005,0.56101
266,0.00004,0.56195
267,0.00004,0.56258
268,0.00004,0.56132
269,0.00003,0.56289
270,0.00003,0.56258
271,0.00003,0.56321
272,0.00003,0.56509
273,0.00002,0.56258
274,0.00002,0.56667
275,0.00002,0.56226
276,0.00002,0.56415
277,0.00002,0.56226
278,0.00001,0.56321
279,0.00001,0.56258
280,0.00001,0.56258
281,0.00001,0.56321
282,0.00001,0.56321
283,0.00001,0.56352
284,0.00001,0.56415
285,0.00001,0.56321
286,0.00001,0.56415
287,0.00001,0.56352
288,0.00001,0.56415
289,0.00000,0.56478
290,0.00000,0.56352
291,0.00000,0.56509
292,0.00000,0.56415
293,0.00000,0.56447
294,0.00000,0.56667
295,0.00000,0.56509
296,0.00000,0.56509
297,0.00000,0.56604
298,0.00000,0.56604
299,0.00000,0.56667
